id,condition,written_response,age,sex,political_affiliation,conspllm_score,loco_discriminability,consent,moderators_1,moderators_2,moderators_3,moderators_4,moderators_5,moderators_6,moderators_7,moderators_8,moderators_9,moderators_10,moderators_11,moderators_12,moderators_13,moderators_14,moderators_15,moderators_16,moderators_17,moderators_18,moderators_19,moderators_20,moderators_21,moderators_22,moderators_23,moderators_24,moderators_25,moderators_26,moderators_27,moderators_28,moderators_29,moderators_30,manip_1,manip_2,manip_3,manip_4,manip_5,manip_6,gcbs_1,gcbs_2,gcbs_3,gcbs_4,gcbs_5,gcbs_6,gcbs_7,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
22,private_control,"I wonder if the metallic taste is like lead from the pipes or something, slowly poisoning the population. Like a Flint michigan situation. I bet that would be like worldwide news, a huge scandal or something. I feel for the families having to get used to a periodic metal taste in their water and a government that just waves away the issue.",22,Male,Independent,2,0.009752095,1,6,5,4,5,6,6,6,2,6,1,6,6,6,5,6,6,6,6,2,2,5,4,5,4,3,4,3,4,4,3,3,2,5,4,1,2,3,4,2,4,3,4,3,62,89.52,11.07,79.1,1.4,15.5,19.35,87.1,67.74,56.45,12.9,6.45,4.84,0,0,0,1.61,6.45,19.35,14.52,0,14.52,6.45,3.23,6.45,0,12.9,1.61,1.61,4.84,1.61,1.61,3.23,22.58,0,19.35,3.23,3.23,1.61,11.29,0,4.84,0,3.23,0,3.23,0,0,0,0,0,0,0,6.45,3.23,0,0,0,1.61,1.61,3.23,1.61,0,0,0,1.61,1.61,0,0,1.61,0,0,0,1.61,0,4.84,1.61,0,0,0,0,0,3.23,0,3.23,0,1.61,0,0,0,0,0,1.61,11.29,12.9,0,3.23,4.84,0,0,1.61,3.23,1.61,3.23,0,0,0,0,0,0,9.68,6.45,3.23,0,0,0,0,0
23,public_control,"The chain of events are suspicious. There needs to be a thorough investigation so the residents of Riverbend are protected. We elect officials and vote on legislation that should not only protect, but should always have the people's best interest. In this situation, it feels like they favored profits.",22,Female,Democrat,3,0.034692794,1,4,4,3,3,4,4,4,2,4,2,4,4,4,4,4,4,4,4,3,3,4,4,3,3,4,4,4,4,3,4,5,4,3,4,4,3,4,3,4,4,3,4,4,49,44.56,52.23,7.55,4.4,12.25,28.57,89.8,69.39,57.14,10.2,4.08,0,2.04,0,0,2.04,6.12,12.24,8.16,0,12.24,12.24,8.16,6.12,2.04,16.33,10.2,0,8.16,2.04,2.04,4.08,24.49,2.04,18.37,6.12,0,6.12,0,0,4.08,0,2.04,0,2.04,2.04,0,2.04,0,0,0,0,6.12,0,0,0,0,0,0,6.12,0,0,0,0,6.12,6.12,0,0,6.12,0,2.04,4.08,2.04,0,0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,2.04,4.08,0,8.16,6.12,0,0,4.08,0,0,2.04,2.04,0,8.16,0,0,0,0,0,0,14.29,8.16,4.08,0,0,2.04,0,0
24,private_savvy,"On its face, it doesn't look great for the people using water in the City of Riverbend. Just because it doesn't look good, it doesn't mean that anything nefarious was done by Aegis Dynamics. It may be best to have an independent company help out, maybe an audit, to ensure there are no real health and safety concerns with the water supply. And if there concerns, address those concerns and hold the contractor accountable.",47,Male,Independent,2,-4.1902065e-4,1,5,5,4,3,4,4,2,3,3,4,5,3,3,4,5,5,2,4,3,4,4,2,4,3,5,4,4,4,3,3,3,2,4,2,2,3,3,2,3,2,2,2,3,74,38.91,10.23,9.25,81.75,18.5,17.57,86.49,70.27,56.76,10.81,0,0,0,0,0,0,10.81,13.51,8.11,0,12.16,12.16,5.41,6.76,5.41,18.92,6.76,0,2.7,1.35,1.35,0,21.62,1.35,12.16,1.35,2.7,0,5.41,1.35,2.7,0,6.76,5.41,1.35,1.35,1.35,0,0,0,0,0,8.11,2.7,1.35,0,0,1.35,0,1.35,0,0,0,0,0,0,0,0,4.05,0,0,2.7,1.35,0,2.7,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,0,16.22,10.81,4.05,0,6.76,2.7,0,0,0,2.7,5.41,1.35,0,0,0,0,0,16.22,5.41,6.76,0,0,4.05,0,0
25,private_control,These unexplained drops in pressure and metallic taste in the water are very concerning to me. Especially considering the fact that there was absolutely no issues before and all of these changes do not seem to be supporting the community. I did not have any apprehensions about Aegis previously but now that the they are selling stock I have to admit that I am concerned. To be honest the Mayor's explanation is not comforting and I want an explanation for why the quality testing board has been disbanded at a time like this. It is very suspicious activity and I do not feel safe drinking the water.,18,Female,Democrat,3,0.0015447736,1,5,4,5,4,5,5,5,2,4,2,5,4,4,3,4,4,2,2,6,5,4,4,4,2,3,6,3,3,5,3,2,2,6,2,1,6,3,1,3,4,4,2,3,107,30.29,1.38,82.94,20.23,21.4,21.5,85.05,71.96,61.68,13.08,6.54,5.61,0,0,0,0.93,6.54,16.82,8.41,0,12.15,13.08,7.48,5.61,4.67,17.76,3.74,0.93,0.93,0.93,0,0,36.45,1.87,21.5,6.54,1.87,0.93,2.8,3.74,4.67,0,4.67,1.87,1.87,3.74,0.93,1.87,0.93,0,0,0,2.8,0.93,0,0,0,0,0,1.87,0,0,0,0,0,0,0,0,1.87,0,0,0.93,0.93,0,1.87,0,0,0,0,0,0,1.87,0,1.87,0.93,0,2.8,0,0,0,1.87,0,6.54,4.67,0,0,2.8,0,0,0.93,4.67,5.61,7.48,1.87,0.93,0,0.93,0,0,5.61,4.67,0,0,0,0.93,0,0
26,public_savvy,"It is very important not to overreact to this situation and to do all the research needed before spreading rumors. This clearly is a problem, but rather than getting mad over social media, it is important for a community to band together, inform themselves on the issue and what could really be going on, and then present their findings to the city officials.",18,Female,Independent,2,0.030172676,1,3,5,1,1,1,2,2,3,1,1,5,1,1,3,1,2,1,1,4,1,6,6,4,3,5,6,4,6,1,4,6,6,4,4,4,3,3,2,2,4,2,3,4,63,61.53,31.19,24.32,43.94,31.5,23.81,93.65,74.6,61.9,11.11,3.17,0,0,0,0,3.17,7.94,14.29,7.94,0,17.46,9.52,4.76,11.11,1.59,15.87,6.35,1.59,4.76,3.17,0,1.59,28.57,1.59,20.63,3.17,0,3.17,0,3.17,4.76,0,4.76,3.17,1.59,1.59,0,1.59,0,1.59,0,0,12.7,6.35,0,0,0,0,6.35,4.76,0,0,0,0,3.17,0,0,3.17,1.59,0,0,1.59,0,0,0,0,0,0,0,0,0,0,0,1.59,0,1.59,0,0,0,0,0,1.59,0,6.35,0,1.59,4.76,0,0,0,3.17,1.59,4.76,1.59,0,0,0,0,0,9.52,3.17,6.35,0,0,0,0,0
27,private_control,"It reminds me of Flint and of other contamination incidents around the country, where the government insisted and insisted that the water was safe, but it was not. I immediately do not trust the country or the government, and would like to see what the EPA or an independent research scientist from a university has to say. The citizens need to band together and fight, because that's the only thing that seems to make a difference in these situations.",27,Female,Democrat,2,0.05003929,1,4,4,3,3,5,4,4,2,5,1,6,3,3,5,4,3,4,5,4,2,4,3,3,4,4,4,4,3,2,5,3,2,6,2,2,5,3,2,3,4,4,4,3,79,65.25,1,47.11,59.98,26.33,24.05,92.41,68.35,59.49,12.66,2.53,2.53,0,0,0,0,10.13,20.25,13.92,0,11.39,7.59,3.8,10.13,2.53,13.92,3.8,0,5.06,2.53,0,2.53,30.38,2.53,21.52,1.27,2.53,3.8,3.8,0,10.13,1.27,5.06,3.8,1.27,2.53,2.53,0,0,0,0,0,10.13,6.33,0,0,1.27,0,3.8,1.27,0,0,0,0,3.8,3.8,0,0,3.8,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,1.27,2.53,7.59,7.59,0,0,6.33,1.27,0,0,1.27,2.53,2.53,2.53,0,0,0,0,0,10.13,3.8,5.06,0,0,1.27,0,0
28,private_control,"The water supply is poisoned, and I must get bottled water for the safety of myself and others. I must tell other people about this situation immediately to prevent any health risk. City and company must be held accountable for this situation and water pant must be treated and restored to previous system",21,Male,Independent,2,-0.008128613,1,5,5,5,5,5,4,3,5,6,4,6,6,2,5,2,5,2,5,5,5,5,5,5,2,4,4,2,5,6,5,3,1,5,2,3,2,4,1,2,3,3,1,4,53,43.04,8.26,1,20.23,17.67,20.75,84.91,60.38,50.94,11.32,5.66,5.66,0,0,0,0,5.66,11.32,3.77,0,11.32,9.43,3.77,9.43,0,15.09,5.66,0,1.89,0,0,1.89,28.3,0,20.75,0,0,11.32,1.89,7.55,3.77,0,3.77,1.89,1.89,0,0,0,0,0,0,0,9.43,1.89,0,0,0,0,1.89,1.89,0,0,0,0,0,0,0,0,3.77,0,0,3.77,0,0,3.77,3.77,0,0,0,0,0,0,0,3.77,0,1.89,0,0,0,0,5.66,0,3.77,1.89,0,0,1.89,0,0,0,3.77,3.77,1.89,0,0,0,0,0,0,5.66,3.77,1.89,0,0,0,0,0
29,private_control,"We cannot drink the water that comes from our taps because it is contaminated. We'll have to buy bottled water from the grocery store. But what about our showers? I cannot drink metallic water because I have a very strong sense of taste with water. I can even tell if it's well water or filtered water. If it's bad enough, we'll move!!! We've moved states before!!",30,Female,Independent,1,-0.013777405,1,4,5,3,6,6,4,4,3,4,3,6,4,4,5,4,3,4,3,4,3,4,4,5,3,4,3,4,5,3,4,1,3,5,1,1,3,2,3,2,3,3,3,3,66,2.54,49.07,50.45,42.71,9.43,12.12,81.82,69.7,59.09,21.21,13.64,4.55,9.09,0,0,0,7.58,10.61,4.55,0,10.61,16.67,6.06,10.61,3.03,22.73,4.55,1.52,10.61,9.09,0,1.52,25.76,0,15.15,1.52,3.03,4.55,4.55,0,9.09,0,4.55,3.03,1.52,1.52,0,1.52,0,0,0,0,10.61,1.52,0,0,0,0,1.52,9.09,0,0,0,0,0,0,0,0,4.55,0,1.52,0,3.03,0,6.06,0,0,0,0,0,0,6.06,0,3.03,0,1.52,0,1.52,0,0,0,0,4.55,7.58,0,4.55,1.52,0,0,1.52,1.52,3.03,10.61,6.06,0,0,0,0,0,24.24,6.06,1.52,1.52,7.58,7.58,0,0
30,public_control,"I think the city owes us clarity on exactly what is happening with Aegis and our water supply. I have noticed the drop in pressure and the metallic taste, as have many of you, and the city has been less than forthcoming about what is happening. And what good reason could there possibly be for disbanding the water quality testing board? If anything, that is the tell.",39,Male,Independent,2,-0.006527409,1,5,5,3,5,5,4,3,2,4,3,5,2,2,4,2,4,4,4,5,1,5,5,2,2,6,5,5,5,1,6,2,4,5,4,5,1,3,1,3,3,2,3,3,67,32.93,57.85,37.86,42.34,16.75,19.4,86.57,73.13,62.69,14.93,7.46,2.99,2.99,1.49,0,0,7.46,14.93,8.96,0,11.94,13.43,4.48,10.45,0,22.39,2.99,2.99,4.48,2.99,0,1.49,22.39,0,13.43,4.48,1.49,1.49,4.48,1.49,2.99,0,1.49,1.49,0,1.49,1.49,0,0,0,0,0,8.96,1.49,0,0,0,0,1.49,4.48,0,0,0,0,0,0,0,0,4.48,0,0,2.99,1.49,0,1.49,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,5.97,10.45,1.49,1.49,5.97,0,0,0,0,2.99,7.46,1.49,0,0,0,0,0,10.45,4.48,4.48,1.49,0,0,0,0
31,public_savvy,The mayors office has assured us that the pressure drops and taste are due to system calibration.  However I have it on good authority that a local journalist has uncovered several disturbing facts.  Aegis who our city hired  fix the problem has sold off large portions of their stocks and for some unknown reason the independent water testing board was fired last week?  I think we should be asking clear questions about what is going on and demand a public hearing.,65,Female,Democrat,3,0.03364137,1,1,1,2,1,4,4,1,2,6,2,5,4,2,4,3,3,1,1,4,5,5,5,2,3,5,4,5,3,1,4,2,3,5,3,5,2,3,2,3,3,3,3,3,81,51.55,75.13,27.44,20.23,20.25,19.75,87.65,66.67,48.15,13.58,8.64,2.47,3.7,0,0,1.23,4.94,14.81,7.41,0,8.64,11.11,2.47,4.94,0,18.52,7.41,6.17,7.41,3.7,0,3.7,23.46,0,11.11,3.7,1.23,1.23,2.47,1.23,2.47,0,2.47,1.23,1.23,1.23,1.23,0,0,0,0,0,12.35,3.7,0,0,1.23,0,1.23,7.41,0,0,0,0,1.23,1.23,0,0,8.64,0,0,7.41,2.47,0,1.23,0,0,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,3.7,6.17,0,1.23,2.47,0,1.23,0,3.7,2.47,6.17,1.23,0,0,0,0,0,4.94,3.7,0,1.23,0,0,0,0
32,public_savvy,I don't think we should jump to conclusions.  Let's wait and see what the testing brings back and go from there.  I hope we get answers soon but let's not panic.  We can always buy water from the store for drinking if we need to.  There is no need to limit showers or bathing at the moment.  I'm sure the city will give us answers soon.,52,Female,Republican,1,-0.058624327,1,4,2,1,2,6,6,4,2,5,2,5,5,4,3,4,4,2,5,2,2,6,5,5,1,4,3,3,6,3,5,4,5,3,5,5,5,1,1,2,2,2,2,2,66,12.37,74.59,97.32,20.23,11,10.61,98.48,81.82,59.09,16.67,15.15,4.55,10.61,0,0,0,1.52,7.58,6.06,0,10.61,12.12,7.58,7.58,4.55,31.82,1.52,1.52,10.61,10.61,0,0,37.88,3.03,19.7,6.06,0,7.58,4.55,0,6.06,0,3.03,1.52,1.52,3.03,1.52,1.52,1.52,0,0,0,18.18,6.06,0,0,0,0,3.03,10.61,0,0,0,0,0,0,0,0,7.58,1.52,1.52,1.52,3.03,0,1.52,0,0,0,0,0,0,1.52,0,3.03,1.52,3.03,0,0,0,0,0,0,15.15,12.12,0,4.55,7.58,1.52,0,0,7.58,0,12.12,6.06,0,0,0,0,0,15.15,9.09,0,0,0,6.06,0,0
33,public_savvy,"I've been following this water issue closely, and the timing of everything doesn't sit right with me. We have pressure drops and reports of a metallic taste shortly after a major smart sensor contract was signed. At the same time, Egis Dynamics executives sold stock, and the independent water quality testing board was disbanded.
Maybe there are reasonable explanations for all of this, but residents deserve transparency, independent oversight, and clear answers. Our health and safety are too important for unanswered questions.",29,Female,Republican,2,-0.02480346,1,5,5,5,5,5,5,4,2,5,2,5,5,3,5,5,5,2,4,4,2,5,5,5,2,5,5,3,5,5,4,6,6,6,2,6,5,3,2,3,4,4,3,4,82,44.79,21.1,59.99,76.91,16.4,30.49,81.71,63.41,47.56,8.54,4.88,2.44,2.44,0,0,0,3.66,10.98,6.1,0,9.76,9.76,6.1,8.54,1.22,14.63,9.76,2.44,4.88,2.44,0,2.44,26.83,2.44,12.2,4.88,1.22,1.22,2.44,0,4.88,0,3.66,3.66,0,0,0,0,0,0,0,0,4.88,2.44,0,0,0,1.22,1.22,2.44,0,0,0,0,0,0,0,0,7.32,0,1.22,4.88,1.22,0,2.44,1.22,0,0,0,0,0,1.22,0,0,0,0,0,0,0,0,1.22,0,4.88,7.32,1.22,0,3.66,1.22,0,0,4.88,6.1,3.66,0,0,0,0,0,0,15.85,6.1,7.32,0,0,2.44,0,0
34,public_control,"How could they possibly disband the water quality testing board? I can't believe they would do something like that. This is an outrage and we should petition for it to be brought back, or a new one elected or appointed. The water situation isn't dire but it might quickly become dire. Loss of pressure and metallic taste are the first signs of degradation in the water system.",27,Male,Democrat,2,0.007895529,1,4,4,2,4,4,4,4,2,5,4,5,2,2,2,2,4,2,4,5,4,6,5,5,1,6,4,2,6,3,6,5,4,6,2,4,2,2,1,4,3,3,4,4,67,25.19,12.5,19.76,1,13.4,23.88,82.09,73.13,61.19,13.43,5.97,1.49,1.49,0,0,2.99,7.46,14.93,8.96,2.99,8.96,14.93,4.48,7.46,2.99,20.9,5.97,2.99,4.48,1.49,0,2.99,28.36,0,22.39,2.99,1.49,5.97,7.46,0,7.46,0,7.46,1.49,5.97,1.49,0,1.49,0,1.49,0,0,5.97,1.49,0,0,0,0,0,4.48,0,0,0,0,1.49,1.49,0,0,1.49,0,0,1.49,0,0,1.49,0,0,0,0,0,0,1.49,0,2.99,0,0,0,0,0,0,1.49,0,4.48,5.97,0,1.49,2.99,0,0,0,2.99,1.49,5.97,1.49,0,0,0,0,0,11.94,5.97,1.49,1.49,0,2.99,0,0
35,private_control,I wonder if there is something wrong with the water? Why is the water testing company selling shares? Why did the water quality testing board disband? If there is something wrong will people get sick and what then? The million dollar deal could be a cash grab and they don't care at all about the people who live here.,60,Male,Democrat,3,-0.0029318035,1,2,4,1,4,1,1,1,3,1,4,2,1,1,1,1,1,1,1,4,3,4,4,5,3,4,4,4,4,2,4,1,1,6,1,1,4,2,2,2,2,2,2,2,59,17.64,30.62,30.14,1,11.8,15.25,89.83,77.97,59.32,10.17,5.08,1.69,0,0,0,1.69,5.08,13.56,10.17,1.69,5.08,13.56,10.17,8.47,1.69,25.42,5.08,5.08,0,0,0,0,25.42,1.69,15.25,1.69,3.39,1.69,8.47,0,5.08,0,5.08,0,5.08,1.69,0,1.69,0,0,0,0,13.56,5.08,0,0,0,3.39,0,6.78,0,0,0,0,0,0,0,0,11.86,0,0,6.78,5.08,0,5.08,1.69,1.69,0,0,0,0,0,0,0,0,3.39,0,0,3.39,0,0,1.69,8.47,8.47,0,0,6.78,0,0,1.69,1.69,1.69,5.08,1.69,0,0,0,0,0,10.17,1.69,0,6.78,0,1.69,0,0
36,public_control,"It really seems like the typical case of big corporations giving us normies the short end of the stick. It's a shame that even the mayor chose not to be transparent about what's happening with city's water. Residents of Riverbend deserve to know what's happening, especially if the safety of their water is at stake.",40,Female,Democrat,2,0.024448082,1,4,3,3,4,5,4,4,2,5,2,5,5,3,4,3,4,3,4,4,3,5,5,4,2,4,4,5,5,2,4,4,4,4,2,2,3,3,3,3,3,3,3,3,55,83.65,50.89,5.07,20.23,18.33,18.18,85.45,72.73,54.55,12.73,3.64,0,1.82,0,0,1.82,9.09,14.55,10.91,0,18.18,9.09,7.27,1.82,1.82,20,7.27,3.64,1.82,1.82,0,0,23.64,0,14.55,5.45,0,1.82,3.64,1.82,3.64,0,3.64,1.82,1.82,1.82,0,1.82,0,0,0,0,9.09,3.64,0,0,0,3.64,0,5.45,0,0,0,0,1.82,1.82,0,0,3.64,0,1.82,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82,0,5.45,1.82,0,0,0,1.82,0,0,1.82,1.82,9.09,0,0,0,0,0,0,14.55,5.45,1.82,0,0,7.27,0,0
37,public_savvy,"I don't think we can automatically assume the water is unsafe, although the water inconsistencies, selling of their stock, and board disbandment is quite questionable. Either way, if I was a Riverbend citizen, I would definitely be sticking to bottled water until they have it fully figured out haha. And hey, if it turns out the water is actually bad, I'm sure a huge lawsuit would give the citizens a nice payday.",25,Male,Independent,2,7.238239e-4,1,5,5,4,6,4,4,3,2,5,4,5,5,4,4,4,4,3,4,4,3,4,4,4,4,4,5,4,3,4,5,5,4,5,3,3,5,2,3,2,3,3,2,3,72,16.96,18.97,49.53,20.23,24,20.83,83.33,73.61,58.33,12.5,9.72,5.56,1.39,0,0,2.78,2.78,12.5,9.72,0,6.94,15.28,6.94,9.72,1.39,20.83,8.33,1.39,2.78,1.39,0,1.39,31.94,0,20.83,5.56,0,4.17,5.56,4.17,5.56,0,5.56,2.78,2.78,2.78,1.39,1.39,0,0,0,0,9.72,2.78,0,0,0,0,1.39,6.94,0,0,0,0,2.78,2.78,0,0,2.78,0,0,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,0,0,1.39,0,6.94,4.17,0,1.39,2.78,0,0,0,1.39,1.39,11.11,0,2.78,2.78,0,0,0,16.67,4.17,9.72,0,0,2.78,0,0
38,private_control,"Aegis definitely did something to the water. Either they messed up with something and it had hefty consequences, or it was intentional. I'm not exactly sure what drops in pressure would allude to, but I assume poisoning wouldn't cause something like that. I don't really have any other thoughts, I'd need more information first.",23,Male,Democrat,2,0.016631126,1,4,4,5,4,6,6,6,1,6,2,4,6,5,4,6,6,3,5,6,1,6,6,4,3,6,6,3,6,3,6,1,3,5,2,2,4,4,3,4,3,3,4,3,54,4.55,1,52.89,5.19,13.5,22.22,87.04,72.22,66.67,22.22,9.26,7.41,0,0,0,1.85,12.96,12.96,1.85,1.85,11.11,14.81,1.85,7.41,5.56,16.67,11.11,3.7,0,0,0,0,50,0,42.59,5.56,5.56,7.41,18.52,5.56,9.26,0,1.85,0,1.85,0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,1.85,0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,1.85,0,7.41,3.7,0,0,3.7,0,0,0,0,5.56,1.85,0,0,0,0,0,0,20.37,7.41,5.56,0,0,7.41,0,0
39,private_control,definitely seems like aegis dynamics is lying to us. So we're supposed to believe that everything is just fine when they sold off their stock and got rid of that quality testing board? and the town is saying there's no problem? sounds like a bunch of bullshit to me. can't ever trust these huge companies that'll always put profit over peoples' well beings. there's probably something fucky going on with the system and they're not telling us.,32,Male,Independent,4,0.028248072,1,4,4,4,3,5,5,4,3,5,3,5,5,6,4,4,4,4,4,4,3,4,5,3,3,4,6,3,5,3,4,4,4,5,1,4,5,4,3,3,4,3,3,4,77,6.68,70.24,17.57,39.1,12.83,18.18,89.61,76.62,59.74,16.88,9.09,1.3,3.9,0,0,3.9,7.79,12.99,3.9,0,12.99,12.99,12.99,6.49,3.9,27.27,2.6,2.6,5.19,5.19,0,0,28.57,5.19,12.99,2.6,0,3.9,3.9,1.3,2.6,0,5.19,2.6,1.3,0,0,0,0,0,0,1.3,14.29,3.9,0,0,0,0,2.6,10.39,0,0,0,0,0,0,0,0,5.19,0,0,3.9,2.6,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,1.3,0,0,5.19,7.79,0,2.6,3.9,0,1.3,0,3.9,1.3,11.69,5.19,0,0,0,0,0,16.88,5.19,0,2.6,0,9.09,0,0
40,private_control,Things are not as they seem to be. The water supply that is available to the public is being altered and it is not for the benfit of the people. Why shall we trust those that are in authority to make the right desicions pertaning to the people if they purposely withold information from the public. That is not how you gain and keep the trust of the populace.,25,Female,Independent,3,0.085989535,1,5,5,4,5,4,5,4,2,4,3,4,4,3,6,4,6,3,6,3,4,3,4,4,4,4,3,3,3,4,3,4,2,4,3,4,4,3,3,3,3,3,3,3,69,60.52,48.67,11.82,41.62,17.25,13.04,89.86,75.36,66.67,14.49,5.8,0,1.45,1.45,0,2.9,8.7,18.84,13.04,0,14.49,13.04,2.9,5.8,4.35,17.39,4.35,0,7.25,4.35,1.45,1.45,24.64,0,14.49,4.35,5.8,0,2.9,0,5.8,0,1.45,1.45,0,0,0,0,0,0,0,0,11.59,2.9,0,0,0,0,0,8.7,0,0,0,0,0,0,0,0,1.45,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,0,0,1.45,0,0,7.25,1.45,0,0,1.45,0,0,0,0,0,8.7,1.45,0,0,0,0,0,5.8,5.8,0,0,0,0,0,0
41,public_savvy,"Residents have a right to be upset. First they have to deal with the unsafe water supply and now they have to deal with the agency' incompetence at best and corruption at worst. Everyone should be demanding accountability, and the issue should be resolved ASAP. Its shameful that this has to be discussed at this point.",56,Female,Independent,2,0.030173808,1,4,3,2,4,4,3,2,4,4,3,4,2,2,3,3,2,3,4,3,4,4,4,3,2,3,4,4,4,3,3,3,4,5,4,4,4,2,2,2,3,3,2,3,56,62.1,71.08,1,1,14,16.07,94.64,67.86,57.14,12.5,3.57,0,0,0,0,3.57,8.93,16.07,7.14,1.79,17.86,16.07,1.79,7.14,0,19.64,8.93,1.79,5.36,0,3.57,1.79,16.07,1.79,10.71,1.79,0,3.57,0,5.36,0,0,10.71,0,10.71,3.57,0,3.57,0,0,1.79,0,12.5,5.36,0,0,0,3.57,1.79,5.36,0,0,0,0,1.79,1.79,0,0,8.93,0,1.79,7.14,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,1.79,0,7.14,0,0,0,0,0,0,0,3.57,3.57,1.79,12.5,1.79,1.79,0,0,0,10.71,7.14,1.79,0,0,1.79,0,0
42,public_savvy,"Until you are sure that your comments here are absolutely true, I would be cautious about putting my suspicions here on this medium.  I'm sure the City with notify us when we are in the clear with the water situation.....just my opinion.  Come back here when you get your facts straight....until then, it's just your opinion also.",84,Female,Republican,2,0.032555103,1,4,4,2,3,5,4,3,2,5,3,5,3,5,2,5,2,2,2,2,5,4,5,5,4,4,2,2,4,3,2,4,5,5,6,4,4,3,3,2,4,3,3,4,59,1.41,98.91,99,5.94,19.67,15.25,91.53,79.66,66.1,23.73,18.64,6.78,3.39,8.47,0,0,5.08,16.95,5.08,0,11.86,11.86,16.95,10.17,0,15.25,10.17,0,3.39,3.39,0,0,27.12,0,11.86,5.08,0,1.69,0,1.69,0,0,1.69,0,1.69,1.69,0,1.69,0,0,0,0,13.56,0,0,0,0,0,0,11.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,1.69,0,13.56,16.95,1.69,3.39,13.56,0,0,0,8.47,0,8.47,0,1.69,0,1.69,0,0,27.12,20.34,3.39,0,0,3.39,0,0
43,public_control,"If the executives sold off large portions of their company stocks and there has been a misconduct of the company, I think this is a fraud. Maybe the city and the corporate is tied to this fraud altogether. The mayor's office assured the residents that the water quality is safe, but I think it's all lies and further investigation need to be conducted.",28,Female,Republican,3,0.026306227,1,4,5,4,2,4,5,3,2,5,4,6,5,5,4,5,2,2,3,6,2,6,6,2,2,6,5,4,5,2,6,3,3,5,4,3,5,4,4,4,4,4,4,4,63,66.04,16.63,24.32,20.23,21,20.63,90.48,71.43,55.56,11.11,4.76,3.17,0,0,0,1.59,6.35,22.22,14.29,0,7.94,11.11,3.17,7.94,0,19.05,6.35,4.76,1.59,0,0,1.59,25.4,1.59,12.7,4.76,0,1.59,3.17,1.59,3.17,0,3.17,1.59,1.59,0,0,0,0,0,0,0,14.29,7.94,0,0,0,4.76,0,1.59,0,0,0,0,0,0,0,0,14.29,0,1.59,11.11,3.17,0,0,0,0,0,0,0,0,0,0,1.59,0,0,0,0,0,0,1.59,0,3.17,4.76,0,0,4.76,0,0,0,0,3.17,7.94,0,0,0,0,0,0,11.11,4.76,3.17,0,0,3.17,0,0
